weather_id,timestamp,latitude,longitude,port_id,wind_speed,wave_height,visibility,precipitation,storm_probability,cyclone_probability,weather_severity
7331,2021-04-07T12:00:00Z,12.887,80.2266,8,11.7,1.27,9.8,0.9,0.342,0.02,0.265
7332,2024-12-20T00:00:00Z,17.5448,83.2711,2,14.3,1.68,9.7,1.0,0.408,0.02,0.33
7333,2021-09-27T06:00:00Z,19.2761,84.9567,5,30.2,3.66,9.3,10.2,0.805,0.02,0.687
7334,2022-07-24T18:00:00Z,31.1769,121.632,32,14.3,2.25,9.6,0.5,0.408,0.02,0.368
7335,2024-02-14T18:00:00Z,7.0296,79.7779,30,12.6,1.18,9.8,0.8,0.365,0.02,0.272
7336,2021-05-23T06:00:00Z,31.0968,121.395,32,21.1,2.21,9.6,0.5,0.578,0.02,0.461
7337,2023-06-11T18:00:00Z,17.6816,83.4142,3,17.7,0.96,9.8,13.7,0.492,0.02,0.33
7338,2023-08-08T18:00:00Z,8.6579,78.2195,10,20.7,2.1,9.6,2.7,0.568,0.02,0.448
7339,2025-01-25T00:00:00Z,17.6638,83.1717,2,10.9,1.47,9.7,0.4,0.323,0.02,0.268
7340,2021-08-19T12:00:00Z,39.1962,-76.655,23,7.7,1.35,9.8,1.4,0.242,0.02,0.214
7341,2023-11-17T00:00:00Z,-0.564,117.3216,21,13.0,1.04,9.8,0.5,0.375,0.02,0.268
7342,2025-10-15T00:00:00Z,-19.8226,34.9733,25,4.7,0.42,9.9,0.5,0.168,0.02,0.11
7343,2023-11-12T12:00:00Z,20.237,86.6018,1,12.9,1.61,9.7,0.7,0.372,0.02,0.305
7344,2023-04-05T12:00:00Z,-32.7535,151.7255,17,12.2,1.27,9.8,0.0,0.355,0.02,0.272
7345,2021-09-09T12:00:00Z,19.0235,72.8656,13,13.8,1.83,9.7,2.2,0.395,0.02,0.333
7346,2026-01-02T00:00:00Z,42.6771,133.1055,26,4.3,0.86,9.8,,0.158,0.02,0.133
7347,2023-10-09T12:00:00Z,17.6208,83.2321,3,12.7,1.66,9.7,1.6,0.367,0.02,0.305
7348,2023-11-01T06:00:00Z,19.3338,84.9106,5,14.6,1.72,9.7,1.3,0.415,0.02,0.337
7349,2025-05-10T18:00:00Z,-0.4477,117.2105,21,12.4,1.13,9.8,1.1,0.36,0.02,0.266
7350,2021-02-18T00:00:00Z,20.3603,86.5871,1,17.5,1.84,9.7,0.2,0.487,0.02,0.385
7351,2025-02-24T18:00:00Z,42.8601,133.0106,26,2.0,0.4,9.9,1.9,0.1,0.02,0.07
7352,2021-12-19T12:00:00Z,-21.1972,149.3112,15,14.5,1.54,9.7,0.6,0.413,0.02,0.323
7353,2024-10-03T18:00:00Z,-21.3913,149.5555,15,23.3,3.43,9.4,0.1,0.633,0.02,0.574
7354,2024-09-20T12:00:00Z,-23.8772,151.2081,16,3.8,0.85,9.8,,0.145,0.02,0.126
7355,2025-01-28T00:00:00Z,-25.9941,32.5716,24,8.0,0.63,9.9,1.6,0.25,0.02,0.17
7356,2021-01-09T18:00:00Z,22.665,69.675,11,19.2,2.33,9.6,1.4,0.53,0.02,0.442
7357,2022-11-15T12:00:00Z,8.7484,78.0785,10,15.0,1.15,9.8,1.0,0.425,0.02,0.304
7358,2025-01-01T12:00:00Z,-1.1443,116.9819,19,5.8,0.4,9.9,1.3,0.195,0.02,0.124
7359,2023-07-26T18:00:00Z,-32.8917,152.056,17,27.6,3.4,9.4,0.2,0.74,0.02,0.633
7360,2021-01-23T12:00:00Z,20.2668,86.493,1,14.0,1.36,9.8,2.1,0.4,0.02,0.304
7361,2022-02-09T12:00:00Z,21.9428,87.9443,6,9.7,1.02,9.8,0.2,0.292,0.02,0.22
7362,2025-08-09T00:00:00Z,17.4937,83.1388,3,26.2,2.96,5.5,5.1,0.705,0.02,0.584
7363,2022-03-23T06:00:00Z,22.5644,69.8426,11,3.0,0.4,9.9,3.9,0.125,0.02,0.084
7364,2021-11-03T18:00:00Z,-25.8563,32.6527,24,8.6,1.13,9.8,0.2,0.265,0.02,0.212
7365,2025-04-30T06:00:00Z,17.6231,83.0402,3,14.0,2.08,9.6,0.0,0.4,0.02,0.352
7366,2025-09-12T12:00:00Z,7.0559,79.9649,30,8.0,1.48,9.7,0.7,0.25,0.02,0.227
7367,2022-06-10T00:00:00Z,-26.0211,32.3982,24,2.0,0.43,9.9,,0.1,0.02,0.072
7368,2023-04-05T06:00:00Z,22.5271,88.273,7,13.1,1.83,9.7,,0.378,0.02,0.323
7369,2023-02-19T06:00:00Z,1.2079,103.7685,28,12.9,1.94,9.7,0.3,0.372,0.02,0.327
7370,2025-05-17T18:00:00Z,51.9565,4.4882,31,19.3,2.48,9.6,1.3,0.533,0.02,0.454
7371,2024-11-23T12:00:00Z,23.0503,70.2485,12,21.1,2.43,9.6,1.4,0.578,0.02,0.476
7372,2021-03-13T12:00:00Z,-0.5806,117.1693,21,26.5,,9.4,0.2,0.713,0.02,0.631
7373,2024-11-04T18:00:00Z,8.8431,77.9645,10,12.5,1.1,9.8,0.2,0.362,0.02,0.265
7374,2023-02-26T06:00:00Z,-19.8124,34.6714,25,17.1,2.71,9.5,0.3,0.478,0.02,0.438
7375,2025-10-29T12:00:00Z,-21.2577,149.2961,15,2.0,0.6,9.9,0.0,0.1,0.02,0.083
7376,2024-10-27T00:00:00Z,-0.6441,117.1885,21,15.4,1.85,9.7,0.2,0.435,0.02,0.357
7377,2023-07-09T00:00:00Z,17.8706,83.2835,2,17.7,3.49,9.4,10.6,0.492,0.02,0.498
7378,2026-01-01T00:00:00Z,51.7994,4.3764,31,10.8,1.67,9.7,0.2,0.32,0.02,0.279
7379,2023-11-05T06:00:00Z,22.6765,88.4451,7,16.6,2.15,9.6,1.6,0.465,0.02,0.394
7380,2024-07-31T12:00:00Z,9.9384,76.2852,14,27.7,3.71,9.3,17.5,0.743,0.02,0.655
7381,2025-03-19T12:00:00Z,-25.826,32.7232,24,12.8,2.02,9.6,0.0,0.37,0.02,0.331
7382,2022-11-16T06:00:00Z,36.7986,-76.4076,22,2.0,0.4,9.9,1.1,0.1,0.02,0.07
7383,2024-05-29T18:00:00Z,36.9382,-76.3424,22,16.8,1.7,9.7,0.2,0.47,0.02,0.366
7384,2023-10-01T00:00:00Z,10.0351,76.2842,14,18.9,1.71,9.7,0.7,0.522,0.02,0.397
7385,2022-09-29T12:00:00Z,-26.1413,32.4953,24,18.2,1.77,9.7,0.4,0.505,0.02,0.391
7386,2022-08-31T12:00:00Z,-32.9201,151.7866,17,15.1,1.07,9.8,0.0,0.427,0.02,0.3
7387,2023-09-18T06:00:00Z,31.3364,121.2854,32,11.5,1.58,9.7,0.6,0.338,0.02,0.283
7388,2024-08-05T12:00:00Z,-25.8385,32.6356,24,5.2,0.51,9.9,0.0,0.18,0.02,0.123
7389,2022-04-07T06:00:00Z,17.5878,83.1155,3,11.0,0.77,9.9,1.0,0.325,0.02,0.222
7390,2021-01-06T00:00:00Z,36.8464,-76.3183,22,13.3,1.1,9.8,0.0,0.383,0.02,0.277
7391,2024-05-05T00:00:00Z,-32.7954,151.5661,17,2.0,0.4,9.9,0.7,0.1,0.02,0.07
7392,2021-01-28T06:00:00Z,51.8398,4.5338,31,4.8,0.9,9.8,2.3,0.17,0.02,0.143
7393,2024-06-24T18:00:00Z,2.9429,101.2954,29,2.7,0.52,9.9,0.6,0.118,0.02,0.088
7394,2022-11-23T18:00:00Z,-20.2272,118.6265,18,5.7,0.9,9.8,0.2,0.193,0.02,0.156
7395,2023-02-10T00:00:00Z,-6.4393,106.8894,20,14.1,1.06,9.8,0.6,0.403,0.02,0.286
7396,2023-11-04T12:00:00Z,13.0155,80.2753,8,18.4,2.34,9.6,0.1,0.51,0.02,0.432
7397,2022-03-29T00:00:00Z,52.1445,4.4807,31,13.9,1.56,9.7,0.3,0.398,0.02,0.316
7398,2024-09-20T06:00:00Z,9.9483,76.2082,14,19.1,2.81,5.5,8.9,0.528,0.02,0.473
7399,2022-05-25T12:00:00Z,-20.2013,118.435,18,2.0,0.84,9.8,1.4,0.1,0.02,0.099
7400,2021-11-13T06:00:00Z,17.7121,83.3331,3,7.6,0.79,9.9,0.8,0.24,0.02,0.175
7401,2023-11-11T06:00:00Z,39.2461,-76.6275,23,6.8,0.4,9.9,0.3,0.22,0.02,0.138
7402,2023-02-02T12:00:00Z,36.8447,-76.1821,22,9.1,1.26,9.8,0.1,0.278,0.02,0.228
7403,2025-01-05T12:00:00Z,-21.2212,149.1635,15,7.3,1.46,9.7,0.1,0.232,0.02,0.216
7404,2024-05-25T18:00:00Z,49.0534,140.1956,27,22.0,2.52,9.5,2.2,0.6,0.02,0.495
7405,2022-05-08T06:00:00Z,20.6118,87.0144,4,14.1,2.38,9.6,0.7,0.403,0.02,0.374
7406,2024-11-19T00:00:00Z,-23.8294,151.1538,16,8.2,1.9,9.7,1.6,0.255,0.02,0.258
7407,2025-09-17T12:00:00Z,17.7155,83.4372,3,29.5,4.31,5.2,0.1,0.788,0.02,0.72
7408,2025-03-15T06:00:00Z,2.9162,101.421,29,19.4,2.3,9.6,0.1,0.535,0.02,0.443
7409,2025-01-02T12:00:00Z,22.8047,69.6687,11,18.2,2.65,9.5,0.1,0.505,0.02,0.45
7410,2024-06-01T12:00:00Z,13.2735,80.6574,9,16.2,1.22,5.8,2.0,0.455,0.02,0.326
7411,2022-07-11T12:00:00Z,22.3269,88.2019,7,20.2,2.69,5.5,3.1,0.555,0.02,0.481
7412,2025-02-12T18:00:00Z,3.0634,101.3249,29,7.1,0.4,9.9,1.1,0.227,0.02,0.142
7413,2021-04-27T12:00:00Z,-25.9122,32.5726,24,14.9,,9.6,0.2,0.423,0.02,0.361
7414,2021-11-09T06:00:00Z,17.6533,83.353,2,13.2,2.33,9.6,0.2,0.38,0.02,0.357
7415,2021-02-07T00:00:00Z,20.3884,86.4596,1,2.0,0.4,9.9,1.8,0.1,0.02,0.07
7416,2022-10-09T12:00:00Z,22.7145,88.3467,7,11.5,1.74,9.7,1.6,0.338,0.02,0.294
7417,2025-02-02T00:00:00Z,20.3689,86.8585,1,16.3,2.29,9.6,0.6,0.458,0.02,0.399
7418,2024-07-03T18:00:00Z,31.1785,121.5895,32,11.8,1.28,9.8,2.7,0.345,0.02,0.268
7419,2023-07-09T06:00:00Z,42.6463,133.1541,26,15.7,1.65,9.7,1.2,0.443,0.02,0.348
7420,2025-02-27T12:00:00Z,22.0789,88.1251,6,2.0,0.4,9.9,0.3,0.1,0.02,0.07
7421,2024-05-15T06:00:00Z,-25.9001,32.4971,24,9.6,1.41,9.7,0.0,0.29,0.02,0.245
7422,2024-08-10T06:00:00Z,-32.9932,151.6845,17,9.8,1.49,9.7,0.9,0.295,0.02,0.253
7423,2022-03-05T12:00:00Z,22.6259,69.7256,11,4.8,0.82,9.9,0.6,0.17,0.02,0.138
7424,2024-06-09T06:00:00Z,-20.2744,118.4816,18,15.7,2.17,9.6,0.1,0.443,0.02,0.382
7425,2025-10-18T18:00:00Z,9.9583,76.3283,14,13.2,2.0,9.6,1.6,0.38,0.02,0.335
7426,2022-02-25T18:00:00Z,52.0734,4.501,31,16.0,2.09,9.6,0.3,0.45,0.02,0.381
7427,2021-10-27T06:00:00Z,6.7737,79.7826,30,7.5,0.94,9.8,1.3,0.237,0.02,0.184
7428,2024-05-07T00:00:00Z,-0.4348,117.2161,21,8.1,1.07,9.8,1.3,0.253,0.02,0.201
7429,2024-11-24T00:00:00Z,-0.5055,116.9477,21,8.1,1.56,9.7,0.0,0.253,0.02,0.234
7430,2024-11-15T00:00:00Z,36.8552,-76.1427,22,11.9,2.09,9.6,0.4,0.348,0.02,0.323
7431,2021-07-02T18:00:00Z,-20.2995,118.6213,18,7.4,1.56,9.7,0.4,0.235,0.02,0.224
7432,2024-03-07T06:00:00Z,36.9709,-76.1665,22,14.6,1.54,9.7,,0.415,0.02,0.325
7433,2022-04-15T18:00:00Z,22.1748,87.9259,6,7.4,1.16,9.8,1.0,0.235,0.02,0.197
7434,2021-10-03T18:00:00Z,20.8023,87.0271,4,2.0,0.4,9.9,0.5,0.1,0.02,0.07
7435,2022-04-25T00:00:00Z,42.8118,133.061,26,11.6,1.7,9.7,0.9,0.34,0.02,0.293
7436,2022-07-17T18:00:00Z,36.8586,-76.2493,22,9.7,0.98,9.8,1.0,0.292,0.02,0.218
7437,2024-01-03T18:00:00Z,23.1569,70.2575,12,5.9,0.87,9.8,0.4,0.198,0.02,0.157
7438,2022-09-30T18:00:00Z,-32.7406,151.8166,17,6.2,0.95,9.8,0.9,0.205,0.02,0.166
7439,2023-01-09T12:00:00Z,19.0589,72.8649,13,26.3,2.58,9.5,0.6,0.708,0.02,0.56
7440,2025-06-24T06:00:00Z,42.8579,133.0759,26,3.9,0.4,9.9,0.2,0.148,0.02,0.097
7441,2026-01-24T06:00:00Z,-0.5972,117.4039,21,2.0,0.4,9.9,0.1,0.1,0.02,0.07
7442,2023-03-05T12:00:00Z,10.013,76.0026,14,2.0,0.62,9.9,1.3,0.1,0.02,0.085
7443,2022-05-21T00:00:00Z,49.109,140.198,27,20.3,2.51,9.5,0.6,0.558,0.02,0.47
7444,2022-10-22T18:00:00Z,-20.0882,118.4984,18,8.8,1.27,9.8,2.2,0.27,0.02,0.224
7445,2025-10-30T12:00:00Z,13.1558,80.2526,8,29.4,2.6,9.5,0.1,0.785,0.28,0.605
7446,2022-08-27T12:00:00Z,-26.027,32.382,24,12.7,1.57,9.7,0.3,0.367,0.02,0.299
7447,2023-01-01T00:00:00Z,-0.4527,117.0213,21,14.3,2.03,9.6,0.9,0.408,0.02,0.353
7448,2025-11-12T06:00:00Z,-0.7634,117.1679,21,5.8,0.4,9.9,0.6,0.195,0.02,0.124
7449,2023-04-30T06:00:00Z,10.034,76.3368,14,12.6,1.44,9.7,,0.365,0.02,0.289
7450,2024-11-06T00:00:00Z,22.0493,88.0771,6,13.4,1.93,9.7,0.8,0.385,0.02,0.334
7451,2021-11-17T18:00:00Z,23.0119,70.35,12,17.9,2.32,9.6,0.0,0.497,0.02,0.423
7452,2025-03-08T12:00:00Z,19.0828,72.9022,13,8.7,1.23,9.8,1.7,0.268,0.02,0.22
7453,2025-05-27T12:00:00Z,21.9555,88.013,6,14.4,1.73,9.7,0.2,0.41,0.02,0.334
7454,2022-10-16T12:00:00Z,8.8393,78.2244,10,7.3,0.8,9.9,1.1,0.232,0.02,0.172
7455,2021-02-07T00:00:00Z,-5.9531,106.9888,20,20.7,2.54,9.5,1.7,0.568,0.02,0.478
7456,2024-04-12T12:00:00Z,-26.1183,32.6577,24,15.6,1.93,9.7,0.1,0.44,0.02,0.365
7457,2021-03-18T06:00:00Z,-25.8019,32.6119,24,2.0,0.4,9.9,0.2,0.1,0.02,0.07
7458,2024-12-02T06:00:00Z,22.5543,88.4859,7,17.8,2.96,9.5,0.6,0.495,0.02,0.465
7459,2024-05-06T00:00:00Z,8.8476,78.1954,10,6.2,0.66,9.9,0.3,0.205,0.02,0.147
7460,2026-01-30T12:00:00Z,22.8952,69.8088,11,4.2,0.47,9.9,0.7,0.155,0.02,0.106
7461,2021-05-23T12:00:00Z,36.938,-76.4574,22,12.4,1.27,9.8,0.8,0.36,0.02,0.275
7462,2025-04-12T06:00:00Z,13.3568,80.187,9,10.6,0.75,9.9,1.0,0.315,0.02,0.215
7463,2025-07-04T18:00:00Z,20.8225,86.9177,4,15.3,1.45,9.7,0.2,0.433,0.02,0.329
7464,2024-06-12T12:00:00Z,2.9101,101.5502,29,11.6,1.65,9.7,0.1,0.34,0.02,0.289
7465,2022-12-31T00:00:00Z,-1.2141,116.8935,19,2.0,0.4,9.9,0.4,0.1,0.02,0.07
7466,2023-06-09T12:00:00Z,-6.1905,106.8634,20,15.3,2.24,9.6,0.1,0.433,0.02,0.381
7467,2022-01-16T12:00:00Z,17.6017,83.1679,2,14.9,2.51,9.5,0.9,0.423,0.02,0.394
7468,2021-12-27T06:00:00Z,-23.877,151.1323,16,9.0,1.18,9.8,0.1,0.275,0.02,0.221
7469,2025-11-21T00:00:00Z,-23.8738,151.0888,16,9.2,0.76,9.9,0.7,0.28,0.02,0.196
7470,2021-12-02T12:00:00Z,36.9931,-76.2773,22,9.5,0.78,9.9,0.8,0.288,0.02,0.202
7471,2025-11-01T12:00:00Z,8.9128,78.1546,10,17.6,2.13,9.6,0.1,0.49,0.02,0.406
7472,2024-11-18T06:00:00Z,19.3185,85.0133,5,19.1,1.48,9.7,0.7,0.528,0.02,0.384
7473,2021-05-22T18:00:00Z,22.893,69.7284,11,13.7,0.85,9.8,2.0,0.393,0.02,0.266
7474,2023-06-13T18:00:00Z,1.2588,103.8772,28,22.2,2.47,9.6,1.7,0.605,0.02,0.494
7475,2025-06-19T12:00:00Z,22.692,69.9565,11,25.6,3.13,5.4,6.0,0.69,0.02,0.586
7476,2026-01-03T00:00:00Z,31.3538,121.4116,32,18.6,2.03,9.6,0.4,0.515,0.02,0.414
7477,2024-10-14T06:00:00Z,-25.9236,32.7128,24,2.7,0.4,9.9,1.0,0.118,0.02,0.08
7478,2021-11-17T00:00:00Z,51.9877,4.4893,31,11.2,1.44,9.7,0.1,0.33,0.02,0.27
7479,2025-04-30T00:00:00Z,17.5504,83.3777,3,8.2,1.5,9.7,0.1,0.255,0.02,0.231
7480,2024-01-13T18:00:00Z,-0.5162,117.2366,21,7.9,1.68,9.7,0.5,0.247,0.02,0.239
7481,2023-04-24T06:00:00Z,-21.2065,149.3066,15,10.6,1.72,9.7,0.7,0.315,0.02,0.28
7482,2023-01-28T06:00:00Z,19.3372,85.0373,5,4.7,0.63,9.9,0.3,0.168,0.02,0.124
7483,2024-06-08T12:00:00Z,22.2515,88.2608,7,31.8,3.43,5.4,1.4,0.845,0.02,0.694
7484,2023-10-30T00:00:00Z,17.6094,83.1129,2,20.5,,9.5,0.7,0.563,0.02,0.489
7485,2021-10-21T06:00:00Z,22.0095,87.9424,6,8.3,0.67,9.9,0.1,0.258,0.02,0.177
7486,2023-12-15T12:00:00Z,51.8967,4.4641,31,10.0,0.85,9.8,0.1,0.3,0.02,0.213
7487,2021-09-03T12:00:00Z,51.8929,4.554,31,15.3,1.98,9.6,0.2,0.433,0.02,0.364
7488,2021-05-30T06:00:00Z,19.2033,85.0745,5,9.2,1.06,9.8,0.8,0.28,0.02,0.216
7489,2022-05-18T12:00:00Z,-19.844,34.8754,25,2.8,0.53,9.9,0.8,0.12,0.02,0.09
7490,2021-07-22T06:00:00Z,42.8595,133.1488,26,23.8,2.74,9.5,0.2,0.645,0.02,0.535
7491,2023-11-23T18:00:00Z,31.2448,121.4675,32,11.4,1.24,9.8,0.4,0.335,0.02,0.259
7492,2022-01-02T12:00:00Z,17.6861,83.1061,3,14.8,2.23,9.6,0.2,0.42,0.02,0.373
7493,2023-01-15T00:00:00Z,22.0464,88.2554,6,2.0,0.4,9.9,2.1,0.1,0.02,0.07
7494,2022-03-26T18:00:00Z,51.9134,4.4712,31,9.7,1.06,9.8,1.3,0.292,0.02,0.223
7495,2025-05-01T12:00:00Z,36.8119,-76.1947,22,4.4,0.47,9.9,1.3,0.16,0.02,0.109
7496,2024-06-05T06:00:00Z,20.3765,86.6459,1,18.2,2.27,9.6,4.8,0.505,0.02,0.424
7497,2025-04-10T00:00:00Z,18.7612,72.8911,13,18.6,2.25,9.6,1.4,0.515,0.02,0.428
7498,2021-04-22T12:00:00Z,51.7332,4.5126,31,4.5,1.08,9.8,2.2,0.163,0.02,0.151
7499,2024-07-25T12:00:00Z,-23.8161,151.3369,16,8.1,1.08,9.8,2.0,0.253,0.02,0.202
7500,2022-11-20T18:00:00Z,51.7779,4.4961,31,14.4,1.4,9.7,0.5,0.41,0.02,0.312
7501,2024-11-17T12:00:00Z,17.3342,83.2479,3,20.5,2.8,9.5,0.1,0.563,0.02,0.492
7502,2025-10-15T12:00:00Z,23.0762,70.0407,12,2.3,0.4,9.9,2.3,0.107,0.02,0.074
7503,2022-02-21T18:00:00Z,-6.1775,106.751,20,16.4,1.83,9.7,0.2,0.46,0.02,0.369
7504,2022-09-15T00:00:00Z,2.8928,101.3799,29,13.6,1.72,9.7,0.5,0.39,0.02,0.322
7505,2025-05-06T18:00:00Z,18.8858,73.0794,13,8.6,1.46,9.7,0.1,0.265,0.02,0.234
7506,2022-12-24T00:00:00Z,1.3921,103.7543,28,15.5,,9.7,1.1,0.438,0.02,0.342
7507,2023-07-23T06:00:00Z,51.8645,4.5722,31,6.1,0.4,9.9,2.8,0.203,0.02,0.128
7508,2023-08-26T18:00:00Z,-32.9834,151.7947,17,11.8,1.48,9.7,0.0,0.345,0.02,0.281
7509,2025-04-10T12:00:00Z,-19.7369,34.8359,25,7.9,0.63,9.9,0.1,0.247,0.02,0.169
7510,2023-10-25T12:00:00Z,19.3069,84.9501,5,18.8,2.52,9.5,0.3,0.52,0.02,0.449
7511,2024-01-26T00:00:00Z,20.3483,86.7119,1,23.7,3.27,9.4,0.8,0.643,0.02,0.569
7512,2025-04-09T06:00:00Z,17.637,82.9659,2,11.1,0.84,9.8,0.2,0.328,0.02,0.228
7513,2022-09-16T18:00:00Z,42.8776,132.8772,26,9.7,0.54,9.9,0.2,0.292,0.02,0.188
7514,2021-04-26T06:00:00Z,-6.0913,107.0331,20,4.5,1.01,9.8,0.4,0.163,0.02,0.146
7515,2025-12-02T06:00:00Z,-21.3013,149.5079,15,19.1,2.77,9.5,0.6,0.528,0.02,0.47
7516,2023-03-01T12:00:00Z,-21.127,149.1523,15,28.1,3.16,9.4,0.3,0.753,0.02,0.624
7517,2024-04-05T18:00:00Z,22.7127,69.7204,11,7.0,0.84,9.8,,0.225,0.02,0.17
7518,2023-07-06T12:00:00Z,8.5607,78.2257,10,32.4,4.22,9.2,5.3,0.86,0.02,0.755
7519,2025-01-27T00:00:00Z,1.2445,103.7454,28,2.0,0.5,9.9,0.1,0.1,0.02,0.077
7520,2021-11-06T00:00:00Z,7.0253,79.7653,30,10.5,0.74,9.9,0.4,0.312,0.02,0.213
7521,2021-08-18T06:00:00Z,20.0778,86.6227,1,27.1,3.58,5.4,32.1,0.728,0.02,0.638
7522,2024-06-02T18:00:00Z,42.6687,133.0642,26,8.3,1.15,9.8,1.9,0.258,0.02,0.209
7523,2022-03-15T18:00:00Z,21.9571,88.1186,6,15.0,2.1,9.6,0.4,0.425,0.02,0.367
7524,2021-04-15T18:00:00Z,17.7994,83.2359,2,21.5,2.06,9.6,3.2,0.588,0.02,0.457
7525,2021-03-07T06:00:00Z,36.73,-76.3363,22,16.0,1.17,9.8,0.1,0.45,0.02,0.32
7526,2026-02-09T00:00:00Z,8.6808,78.1227,10,14.2,2.17,9.6,1.1,0.405,0.02,0.361
7527,2025-01-16T00:00:00Z,8.7951,78.2765,10,9.5,1.14,9.8,0.0,0.288,0.02,0.226
7528,2023-10-21T12:00:00Z,-0.4032,117.2019,21,2.1,0.83,9.9,0.0,0.103,0.02,0.1
7529,2024-12-30T00:00:00Z,36.9109,-76.0998,22,2.0,0.4,9.9,1.5,0.1,0.02,0.07
7530,2022-09-29T06:00:00Z,22.7124,69.5946,11,18.5,2.35,9.6,3.3,0.513,0.02,0.434
7531,2024-10-10T00:00:00Z,-21.3746,149.5252,15,12.4,1.48,9.7,1.1,0.36,0.02,0.289
7532,2022-04-10T18:00:00Z,51.8512,4.4272,31,6.8,1.19,9.8,0.3,0.22,0.02,0.191
7533,2021-07-08T06:00:00Z,-19.7558,35.0252,25,11.1,1.36,9.8,1.5,0.328,0.02,0.263
7534,2025-10-14T18:00:00Z,20.9698,86.877,4,22.6,2.39,9.6,1.1,0.615,0.02,0.495
7535,2021-05-21T18:00:00Z,9.9983,76.2106,14,18.5,1.96,9.6,0.1,0.513,0.02,0.408
7536,2025-08-06T00:00:00Z,-21.3988,149.2015,15,15.1,1.22,9.8,0.2,0.427,0.02,0.31
7537,2022-10-24T06:00:00Z,-0.6991,117.1197,21,2.0,0.4,9.9,0.1,0.1,0.02,0.07
7538,2022-03-11T00:00:00Z,48.9974,140.1471,27,2.1,0.4,9.9,0.9,0.103,0.02,0.072
7539,2022-01-12T00:00:00Z,-19.9636,34.8119,25,27.4,4.13,9.3,0.9,0.735,0.02,0.678
7540,2021-08-19T18:00:00Z,31.1331,121.4136,32,5.7,1.03,9.8,1.9,0.193,0.02,0.165
7541,2021-06-17T18:00:00Z,23.1085,70.1423,12,22.7,3.05,5.5,11.3,0.618,0.02,0.54
7542,2021-03-11T00:00:00Z,42.7054,132.9588,26,6.5,0.4,9.9,0.5,0.213,0.02,0.134
7543,2022-01-29T00:00:00Z,49.1501,140.1806,27,14.9,2.67,9.5,0.2,0.423,0.02,0.404
7544,2021-01-24T18:00:00Z,1.3464,103.9295,28,2.0,0.4,9.9,0.7,0.1,0.02,0.07
7545,2022-05-12T06:00:00Z,31.2635,121.5878,32,16.8,2.04,9.6,0.3,0.47,0.02,0.389
7546,2024-10-13T00:00:00Z,23.1968,70.1409,12,11.0,1.36,9.8,0.7,0.325,0.02,0.262
7547,2021-04-07T00:00:00Z,23.0891,70.3577,12,5.4,0.4,9.9,0.2,0.185,0.02,0.118
7548,2024-10-14T12:00:00Z,-1.2419,116.8636,19,13.6,2.25,9.6,0.0,0.39,0.02,0.358
7549,2021-11-06T00:00:00Z,9.7838,76.2604,14,8.1,1.47,9.7,0.1,0.253,0.02,0.228
7550,2024-12-22T00:00:00Z,17.6572,83.2581,2,9.8,,9.8,0.6,0.295,0.02,0.222
7551,2025-08-04T00:00:00Z,49.0949,140.296,27,28.3,3.28,9.4,1.9,0.758,0.02,0.635
7552,2022-02-17T00:00:00Z,48.8866,140.3562,27,17.1,3.1,9.4,0.1,0.478,0.02,0.464
7553,2024-11-15T18:00:00Z,-21.3259,149.2696,15,23.8,2.96,9.5,0.4,0.645,0.02,0.549
7554,2026-01-16T06:00:00Z,42.6541,133.1684,26,24.9,3.18,9.4,0.3,0.673,0.02,0.58
7555,2022-10-20T06:00:00Z,22.9579,70.2703,12,29.3,3.51,9.4,0.8,0.783,0.28,0.664
7556,2024-11-14T06:00:00Z,31.2184,121.4762,32,21.5,1.99,9.6,0.1,0.588,0.02,0.452
7557,2025-10-23T18:00:00Z,18.7531,72.9554,13,12.4,1.44,9.7,0.5,0.36,0.02,0.287
7558,2022-05-24T12:00:00Z,-21.3128,149.2597,15,6.1,0.91,9.8,2.3,0.203,0.02,0.162
7559,2021-12-16T18:00:00Z,39.3349,-76.7907,23,7.7,1.18,9.8,1.1,0.242,0.02,0.203
7560,2023-09-30T00:00:00Z,-21.2616,149.3585,15,11.9,1.68,9.7,0.2,0.348,0.02,0.296
7561,2025-07-07T18:00:00Z,13.2693,80.1322,9,12.4,1.72,5.7,3.4,0.36,0.02,0.305
7562,2025-09-15T06:00:00Z,49.1861,140.3118,27,6.0,0.98,9.8,1.3,0.2,0.02,0.165
7563,2023-12-21T06:00:00Z,48.8726,140.1209,27,2.0,0.43,9.9,0.0,0.1,0.02,0.072
7564,2021-12-10T12:00:00Z,-21.3235,149.3278,15,2.7,0.84,9.8,0.9,0.118,0.02,0.109
7565,2022-05-02T00:00:00Z,-6.1024,106.8817,20,19.7,2.12,9.6,0.5,0.542,0.02,0.435
7566,2024-11-11T06:00:00Z,2.8448,101.2825,29,19.4,2.49,9.6,0.7,0.535,0.02,0.456
7567,2024-08-28T00:00:00Z,17.4978,83.4601,2,10.1,0.88,9.8,0.6,0.302,0.02,0.217
7568,2021-10-08T06:00:00Z,17.5306,83.3489,3,17.8,1.55,9.7,0.4,0.495,0.02,0.37
7569,2025-03-06T06:00:00Z,8.7832,78.1052,10,8.2,0.4,9.9,2.2,0.255,0.02,0.158
7570,2023-10-07T06:00:00Z,-6.1238,106.9191,20,17.6,2.47,9.6,0.5,0.49,0.02,0.429
