vessel_id,vessel_name,vessel_class,vessel_type,dwt,capacity,length,beam,draft,age,build_year,engine_power,fuel_type,fuel_consumption,cruising_speed,max_speed,flag,owner_operator,current_port_id,operational_status,availability_date,reliability_score
V0139,Pacific Voyager,Supramax,Supramax,59677,75845,192.8,32.1,12.26,4,2022,8279,VLSFO/Scrubber,29.16,12.7,14.7,Cyprus,Berge Bulk,8,At Anchor,2026-03-27,0.933
V0140,Eagle Voyager,Supramax,Supramax,59004,71193,192.0,32.1,12.98,10,2016,8863,VLSFO,31.99,13.3,15.3,Liberia,Golden Ocean Group,27,At Berth,2026-03-22,0.84
V0141,Global Legacy,Supramax,Supramax,55638,69723,191.6,32.2,12.24,4,2022,8971,VLSFO,36.53,13.7,15.9,Panama,Berge Bulk,27,Underway,2026-03-27,0.953
V0142,Navios Navigator,Supramax,Supramax,58145,72447,192.4,31.8,12.6,10,2016,8931,VLSFO,30.11,12.9,14.8,Liberia,Star Bulk Carriers,3,At Anchor,2026-03-07,0.845
V0143,Iron Legacy,Supramax,Supramax,53918,65731,189.0,31.6,12.27,7,2019,8063,VLSFO,32.64,13.1,15.5,Liberia,Pacific Basin,2,Underway,2026-03-28,0.91
V0144,Paradip Legacy,Supramax,Supramax,58659,72588,194.3,31.6,12.3,3,2023,9251,VLSFO,29.54,13.4,15.9,Marshall Islands,Genco Shipping,17,Underway,2026-03-30,0.927
V0145,Navios Navigator,Supramax,Supramax,58403,70868,194.8,31.6,12.33,5,2021,8595,VLSFO,27.27,12.9,15.3,Panama,Tata NYK Shipping,6,At Berth,2026-03-04,0.911
V0146,Sagar Carrier,Supramax,Supramax,53163,65329,189.8,31.9,11.88,5,2021,7521,VLSFO,31.18,13.1,14.6,Liberia,Pacific Basin,29,At Berth,2026-03-26,0.919
V0147,Nordic Titan,Supramax,Supramax,58563,71754,194.9,31.7,12.65,21,2005,9100,VLSFO,33.86,12.7,14.9,India,Oldendorff Carriers,25,Underway,2026-03-18,0.727
V0148,Bharat Navigator,Supramax,Supramax,55246,69114,191.4,32.0,11.92,13,2013,7747,VLSFO,36.02,13.3,15.5,Liberia,Navios Maritime,8,At Anchor,2026-03-30,0.799
V0149,Pacific Navigator,Supramax,Supramax,59834,76579,194.9,31.7,12.57,10,2016,8672,VLSFO,30.4,13.2,14.8,India,Oldendorff Carriers,28,At Berth,2026-03-10,0.851
V0150,Golden Prosperity,Supramax,Supramax,58983,75136,194.9,32.3,12.29,14,2012,9030,VLSFO,26.16,12.0,14.5,Liberia,Shipping Corporation of India (SCI),5,Underway,2026-03-03,0.798
V0151,Eagle Glory,Supramax,Supramax,62330,76144,198.8,32.1,12.84,12,2014,9454,VLSFO,32.25,13.5,15.4,India,Shipping Corporation of India (SCI),25,Underway,2026-03-17,0.857
V0152,Berge Endeavour,Supramax,Supramax,62188,77913,200.0,32.1,12.7,11,2015,9469,VLSFO,26.7,12.8,14.8,Marshall Islands,Golden Ocean Group,10,Underway,2026-03-28,0.865
V0153,Yamuna Express,Supramax,Supramax,57721,70533,193.9,31.5,12.27,12,2014,8463,VLSFO,24.79,12.0,13.7,India,Navios Maritime,31,Underway,2026-03-20,0.805
V0154,Ocean Leader,Supramax,Supramax,64265,77572,202.0,31.8,13.57,2,2024,9857,VLSFO,26.31,13.0,14.9,Cyprus,Great Eastern Shipping,19,At Anchor,2026-02-26,0.953
V0155,Navios Navigator,Supramax,Supramax,60804,75184,195.6,31.9,12.87,18,2008,9497,VLSFO,39.41,13.5,15.0,India,Oldendorff Carriers,19,At Berth,2026-03-10,0.757
V0156,Iron Glory,Supramax,Supramax,60716,77142,194.5,32.2,13.01,7,2019,8502,VLSFO,24.8,12.7,14.3,India,Berge Bulk,22,Underway,2026-03-05,0.885
V0157,Ocean Fortune,Supramax,Supramax,61979,78225,199.3,32.1,12.9,18,2008,9117,VLSFO,28.07,12.9,14.7,Cyprus,Adani Shipping,4,At Berth,2026-02-27,0.751
V0158,Apex Dynasty,Supramax,Supramax,56005,69307,191.0,31.3,12.42,7,2019,8389,VLSFO,36.84,13.9,15.9,Marshall Islands,Pacific Basin,27,Underway,2026-03-05,0.896
V0159,Ganga Express,Supramax,Supramax,52829,64072,188.0,31.8,11.74,8,2018,7726,VLSFO,34.97,13.7,15.5,Cyprus,Eagle Bulk,4,At Anchor,2026-03-18,0.869
V0160,Iron Glory,Supramax,Supramax,61320,74127,199.1,32.0,12.62,21,2005,9149,VLSFO,29.87,12.4,14.8,India,Star Bulk Carriers,19,Underway,2026-03-07,0.751
V0161,Navios Master,Supramax,Supramax,61279,74227,193.7,31.8,12.87,15,2011,9721,VLSFO,29.05,13.1,15.0,Liberia,Eagle Bulk,20,Underway,2026-03-06,0.828
V0162,Eastern Navigator,Supramax,Supramax,56746,71497,191.7,31.8,12.36,2,2024,8248,VLSFO,31.99,14.0,15.7,Panama,Genco Shipping,15,Underway,2026-03-17,0.93
V0163,Mundra Explorer,Supramax,Supramax,55373,70358,193.3,31.9,12.48,12,2014,8140,VLSFO,29.06,12.8,14.5,Liberia,Great Eastern Shipping,28,At Anchor,2026-03-19,0.85
V0164,Bunga Pioneer,Supramax,Supramax,59610,74676,194.9,32.2,13.06,5,2021,8931,VLSFO,28.43,12.5,14.5,Cyprus,Pacific Basin,5,Underway,2026-03-12,0.879
V0165,Apex Carrier,Supramax,Supramax,56878,72619,192.7,32.0,12.04,5,2021,8472,VLSFO/Scrubber,30.5,12.8,14.9,Marshall Islands,Shipping Corporation of India (SCI),15,At Berth,2026-03-01,0.903
V0166,Baltic Sunrise,Supramax,Supramax,55382,67926,190.7,31.9,12.26,11,2015,8585,VLSFO,27.77,12.4,14.4,India,Genco Shipping,23,At Berth,2026-02-25,0.839
V0167,Nordic Sunrise,Supramax,Supramax,62538,76563,198.4,32.1,12.9,17,2009,9940,VLSFO,26.7,12.0,14.3,India,Oldendorff Carriers,20,Underway,2026-03-24,0.759
V0168,Ocean Master,Supramax,Supramax,56146,68777,192.3,31.6,12.14,2,2024,8125,VLSFO,29.49,13.6,15.7,Bahamas,Oldendorff Carriers,22,At Berth,2026-03-19,0.933
V0169,Eagle Vanguard,Supramax,Supramax,60475,72591,195.4,32.3,12.89,10,2016,9247,VLSFO,24.53,12.5,14.5,India,Pacific Basin,10,Underway,2026-03-17,0.876
V0170,Star Explorer,Supramax,Supramax,60749,73356,196.9,32.1,12.85,18,2008,9226,VLSFO,35.98,13.4,15.8,India,Pacific Basin,7,Underway,2026-02-27,0.765
V0171,Steel Champion,Panamax,Panamax,79921,100687,227.1,32.8,14.02,13,2013,11095,VLSFO,34.94,12.5,14.3,Liberia,Jindal Steel & Power,22,Underway,2026-03-06,0.829
V0172,Bharat Champion,Panamax,Panamax,75468,91553,228.0,32.1,13.3,19,2007,10594,VLSFO,34.25,12.4,14.3,India,Navios Maritime,29,Underway,2026-03-15,0.734
V0173,Apex Colossus,Panamax,Panamax,82950,101337,229.1,31.7,14.56,10,2016,11776,VLSFO,37.13,13.6,15.2,India,Shipping Corporation of India (SCI),16,Underway,2026-02-26,0.84
V0174,Maritime Glory,Panamax,Panamax,80977,101025,225.1,32.2,14.39,7,2019,11644,VLSFO,37.87,13.5,15.8,India,Oldendorff Carriers,2,Underway,2026-03-05,0.889
V0175,Baltic Leader,Panamax,Panamax,78858,97363,225.7,32.4,13.74,13,2013,10593,VLSFO,39.81,13.1,15.1,India,Great Eastern Shipping,31,Underway,2026-03-11,0.787
V0176,Apex Legacy,Panamax,Panamax,80217,100108,227.4,31.8,14.0,21,2005,11473,VLSFO,41.19,13.7,15.7,India,Jindal Steel & Power,26,Underway,2026-03-06,0.75
V0177,Tashkent Prosperity,Panamax,Panamax,80030,98638,225.1,31.8,14.25,4,2022,11167,VLSFO,41.36,14.0,15.8,Singapore,Tata NYK Shipping,10,At Berth,2026-03-02,0.925
V0178,Bunga Horizon,Panamax,Panamax,70679,89312,220.0,32.1,13.02,8,2018,9543,VLSFO,32.91,12.8,14.3,Marshall Islands,Tata NYK Shipping,30,At Berth,2026-03-12,0.869
V0179,Baltic Titan,Panamax,Panamax,73407,89936,221.8,32.5,13.1,13,2013,9782,VLSFO,34.86,13.2,14.8,Marshall Islands,Eagle Bulk,14,Underway,2026-03-19,0.833
V0180,Indus Harmony,Panamax,Panamax,84222,104818,230.1,33.2,14.62,17,2009,11569,VLSFO,35.18,13.0,15.4,India,Golden Ocean Group,8,At Anchor,2026-03-21,0.793
V0181,Mundra Trader,Panamax,Panamax,69872,88510,220.5,32.2,13.15,9,2017,9683,VLSFO,42.5,13.8,16.1,India,Pacific Basin,17,Underway,2026-03-12,0.864
V0182,Global Express,Panamax,Panamax,78540,99656,225.1,32.5,14.25,13,2013,10866,VLSFO,37.38,12.7,14.4,Marshall Islands,Star Bulk Carriers,6,In Maintenance,2026-03-15,0.841
V0183,Diana Explorer,Panamax,Panamax,69291,83188,220.0,31.8,12.97,8,2018,9477,VLSFO,30.16,12.4,13.9,Panama,Jindal Steel & Power,27,At Berth,2026-03-24,0.886
V0184,Eagle Jewel,Panamax,Panamax,68596,87266,221.3,32.0,12.67,23,2003,9395,VLSFO,38.25,12.6,14.9,Panama,Shipping Corporation of India (SCI),16,In Maintenance,2026-03-06,0.68
V0185,Kaveri Prosperity,Panamax,Panamax,75601,93335,224.9,32.4,13.42,4,2022,10303,LNG Dual Fuel,36.56,13.2,15.1,Panama,Genco Shipping,16,At Berth,2026-03-30,0.965
V0186,Star Dynasty,Panamax,Panamax,78370,98798,225.7,32.1,13.68,12,2014,11191,VLSFO,36.76,12.8,14.9,Liberia,Adani Shipping,20,Underway,2026-03-19,0.892
V0187,Nordic Vanguard,Panamax,Panamax,80023,100863,224.0,32.7,14.0,8,2018,11338,VLSFO,33.45,13.1,15.4,Panama,Genco Shipping,4,Underway,2026-03-09,0.885
V0188,Mundra Vanguard,Panamax,Panamax,68828,86476,220.4,31.6,13.03,5,2021,9774,VLSFO,32.98,12.4,14.2,Panama,Navios Maritime,14,In Maintenance,2026-03-12,0.894
V0189,Baltic Carrier,Panamax,Panamax,82483,102405,229.8,32.6,14.02,14,2012,11750,VLSFO,38.06,12.9,15.3,India,Star Bulk Carriers,32,At Anchor,2026-03-23,0.802
V0190,Paradip Pioneer,Panamax,Panamax,82232,100698,227.9,32.3,14.26,11,2015,11459,VLSFO,31.79,12.8,15.1,Panama,Navios Maritime,19,At Anchor,2026-03-21,0.86
V0191,Indus Colossus,Panamax,Panamax,74637,94364,226.0,32.1,13.59,13,2013,10446,VLSFO,32.67,12.1,13.6,Panama,Star Bulk Carriers,5,At Berth,2026-03-30,0.818
V0192,Maritime Prosperity,Panamax,Panamax,68068,82911,220.0,31.6,12.62,7,2019,8814,VLSFO,36.65,13.3,15.7,Cyprus,Jindal Steel & Power,17,Underway,2026-03-17,0.905
V0193,Ganga Prosperity,Panamax,Panamax,82203,103065,227.8,32.4,14.27,7,2019,11344,VLSFO,30.86,12.3,14.8,Panama,Star Bulk Carriers,26,At Berth,2026-03-18,0.917
V0194,Apex Horizon,Panamax,Panamax,81869,100535,226.1,32.5,14.29,12,2014,11898,VLSFO,39.89,13.7,15.5,India,Shipping Corporation of India (SCI),29,At Anchor,2026-03-10,0.852
V0195,Nordic Trader,Panamax,Panamax,71615,87315,222.4,32.2,13.29,11,2015,10411,VLSFO,31.22,12.2,14.1,Liberia,Tata NYK Shipping,29,Underway,2026-03-28,0.832
V0196,Iron Fortune,Panamax,Panamax,68906,85372,224.2,32.0,12.78,17,2009,9639,VLSFO,31.51,12.6,15.1,Marshall Islands,Star Bulk Carriers,8,Underway,2026-03-22,0.805
V0197,Apex Fortune,Panamax,Panamax,68805,86332,220.0,31.6,13.06,21,2005,9437,VLSFO,36.91,12.4,14.6,Liberia,Adani Shipping,28,At Anchor,2026-03-09,0.768
V0198,Ganga Master,Panamax,Panamax,83889,106378,227.4,32.2,14.45,11,2015,12217,VLSFO,43.58,13.6,16.1,Marshall Islands,Tata NYK Shipping,22,Underway,2026-03-16,0.843
V0199,Ganga Vanguard,Panamax,Panamax,72335,88024,224.4,32.2,13.43,17,2009,10018,VLSFO,40.17,12.9,14.5,India,Eagle Bulk,17,Underway,2026-03-01,0.767
V0200,Yamuna Jewel,Panamax,Panamax,73844,89588,223.3,32.3,13.52,2,2024,9754,VLSFO,30.8,12.7,14.3,Malta,Navios Maritime,12,At Berth,2026-03-29,0.959
V0201,Bharat Colossus,Panamax,Panamax,81471,102705,231.0,32.7,14.37,2,2024,11022,VLSFO/Scrubber,45.91,14.0,15.7,Marshall Islands,Shipping Corporation of India (SCI),8,Underway,2026-02-24,0.938
V0202,Star Colossus,Panamax,Panamax,77559,95647,224.8,32.1,13.91,15,2011,10798,VLSFO,29.83,12.3,14.1,Malta,Great Eastern Shipping,9,At Berth,2026-03-23,0.801
V0203,Mundra Voyager,Panamax,Panamax,77589,95762,225.4,32.4,13.87,15,2011,10989,VLSFO,38.4,13.6,15.9,Panama,Great Eastern Shipping,11,At Anchor,2026-03-18,0.787
V0204,Steel Express,Panamax,Panamax,78555,97030,225.0,31.7,14.1,6,2020,10853,VLSFO,41.96,13.7,15.5,Liberia,Navios Maritime,21,Underway,2026-03-20,0.905
V0205,Pacific Endeavour,Panamax,Panamax,75208,93882,224.3,32.4,13.55,16,2010,10521,VLSFO,32.62,12.8,15.0,Malta,Pacific Basin,11,At Berth,2026-02-24,0.81
V0206,Apex Voyager,Panamax,Panamax,75939,91855,221.4,31.9,13.91,2,2024,10408,VLSFO,46.43,14.1,15.6,Cyprus,Genco Shipping,8,In Maintenance,2026-02-25,0.926
V0207,Pacific Legacy,Panamax,Panamax,83791,104007,228.3,32.2,14.32,9,2017,12095,VLSFO,35.82,13.3,15.1,Liberia,Star Bulk Carriers,17,Underway,2026-03-13,0.866
V0208,Bharat Carrier,Panamax,Panamax,82980,102726,228.2,32.7,14.33,3,2023,11648,VLSFO,31.67,12.7,14.7,Panama,Tata NYK Shipping,9,Underway,2026-03-28,0.925
V0209,Global Navigator,Panamax,Panamax,77122,95825,225.7,32.2,13.7,8,2018,10676,VLSFO,30.07,12.1,14.1,India,Jindal Steel & Power,6,Underway,2026-03-07,0.901
V0210,Steel Colossus,Panamax,Panamax,82989,101547,225.1,31.9,14.39,11,2015,11304,VLSFO,48.45,13.9,16.1,Panama,Oldendorff Carriers,11,Underway,2026-03-07,0.881
V0211,Ocean Titan,Panamax,Panamax,72655,89697,220.6,31.8,13.37,18,2008,9576,VLSFO,29.4,12.1,14.1,Panama,Jindal Steel & Power,21,Underway,2026-03-16,0.765
V0212,Diana Trader,Panamax,Panamax,71981,89064,220.0,31.8,13.35,2,2024,10392,LNG Dual Fuel,30.58,13.0,14.6,Panama,Pacific Basin,5,At Berth,2026-03-02,0.99
V0213,Apex Champion,Panamax,Panamax,82481,102245,231.0,32.1,14.07,18,2008,11490,VLSFO,35.42,13.1,14.9,Panama,Tata NYK Shipping,15,Underway,2026-03-07,0.777
V0214,Ganga Pride,Panamax,Panamax,71287,90944,220.2,32.4,13.22,7,2019,9803,VLSFO,36.41,13.0,15.4,Panama,Oldendorff Carriers,27,Underway,2026-03-25,0.879
V0215,Golden Colossus,Panamax,Panamax,75520,93527,223.9,32.2,13.45,15,2011,10316,VLSFO,34.03,12.4,14.3,Liberia,Berge Bulk,28,Underway,2026-03-06,0.783
V0216,Samudra Carrier,Panamax,Panamax,81601,101747,225.7,31.9,14.12,19,2007,11505,VLSFO,33.05,12.4,14.6,India,Golden Ocean Group,4,Underway,2026-02-25,0.767
V0217,Diana Jewel,Panamax,Panamax,77757,95014,224.0,32.0,13.61,6,2020,10534,VLSFO,33.37,13.2,15.6,Liberia,Pacific Basin,27,Underway,2026-03-01,0.928
V0218,Maritime Leader,Panamax,Panamax,78048,95499,228.7,32.6,13.8,7,2019,10603,VLSFO,34.72,12.7,15.1,Panama,Berge Bulk,20,At Berth,2026-03-24,0.894
V0219,Steel Harmony,Panamax,Panamax,81053,99325,227.5,31.8,13.87,10,2016,11156,VLSFO,38.07,13.6,16.0,Liberia,Navios Maritime,30,At Berth,2026-03-23,0.872
V0220,Steel Trader,Panamax,Panamax,76675,97260,224.7,32.2,13.71,6,2020,10584,VLSFO,34.17,12.9,14.9,Marshall Islands,Golden Ocean Group,26,Underway,2026-03-11,0.916
V0221,Tashkent Explorer,Panamax,Panamax,77143,92610,226.1,32.4,13.89,3,2023,11024,VLSFO,30.75,12.6,14.6,India,Jindal Steel & Power,13,At Berth,2026-03-18,0.9
V0222,Diana Pride,Panamax,Panamax,80016,99575,222.4,32.1,13.99,8,2018,11437,VLSFO,39.58,13.3,15.7,Liberia,Jindal Steel & Power,21,Underway,2026-02-27,0.875
V0223,Baltic Trader,Panamax,Panamax,76385,96769,225.3,31.7,13.8,15,2011,10515,VLSFO,28.8,12.1,14.5,Marshall Islands,Shipping Corporation of India (SCI),24,At Berth,2026-03-04,0.752
V0224,Eastern Titan,Panamax,Panamax,75629,93473,224.9,31.9,13.49,19,2007,10244,VLSFO,33.55,12.2,14.4,Panama,Shipping Corporation of India (SCI),16,Underway,2026-03-01,0.75
V0225,Eagle Legacy,Panamax,Panamax,78254,100016,224.3,32.3,13.87,23,2003,11303,VLSFO,45.53,13.3,14.9,Liberia,Jindal Steel & Power,27,Underway,2026-03-12,0.71
V0226,Nordic Harmony,Panamax,Panamax,72476,91610,220.0,32.0,13.56,13,2013,9731,VLSFO,28.57,12.3,14.3,Panama,Eagle Bulk,19,At Anchor,2026-03-29,0.797
V0227,Diana Endeavour,Panamax,Panamax,81888,103607,225.8,32.2,14.37,5,2021,11509,LNG Dual Fuel,32.19,13.1,15.4,Panama,Pacific Basin,23,Underway,2026-03-30,0.878
V0228,Bunga Voyager,Panamax,Panamax,70205,85461,221.7,32.2,12.96,2,2024,9864,VLSFO,28.56,12.3,13.9,Marshall Islands,Genco Shipping,10,Underway,2026-03-20,0.915
V0229,Apex Horizon,Panamax,Panamax,84954,105706,231.0,32.2,14.6,13,2013,11889,VLSFO,41.18,13.2,15.2,Malta,Tata NYK Shipping,26,At Anchor,2026-03-22,0.852
V0230,Navios Express,Panamax,Panamax,77364,96246,229.9,31.9,13.65,22,2004,11327,VLSFO,39.01,13.4,15.8,India,Tata NYK Shipping,9,Underway,2026-02-24,0.741
V0231,Kaveri Harmony,Panamax,Panamax,81797,104370,227.4,32.0,14.05,5,2021,11464,VLSFO,37.33,13.8,15.5,Cyprus,Navios Maritime,11,Underway,2026-03-17,0.883
V0232,Ganga Horizon,Panamax,Panamax,77211,95589,225.3,32.5,13.68,8,2018,10573,VLSFO,32.44,12.9,14.7,Liberia,Star Bulk Carriers,24,At Anchor,2026-03-02,0.892
V0233,Maritime Pioneer,Panamax,Panamax,76873,97425,224.1,31.9,14.02,3,2023,10522,VLSFO,39.08,13.6,15.7,Panama,Pacific Basin,6,At Berth,2026-03-07,0.913
V0234,Baltic Legacy,Panamax,Panamax,81566,100935,229.7,32.2,14.15,8,2018,11255,VLSFO,30.94,12.8,15.2,Panama,Tata NYK Shipping,31,At Berth,2026-03-23,0.891
V0235,Samudra Pioneer,Panamax,Panamax,68037,84984,220.0,32.3,12.7,16,2010,8991,VLSFO,31.22,12.6,14.3,Liberia,Great Eastern Shipping,12,At Berth,2026-02-24,0.797
V0236,Eagle Colossus,Panamax,Panamax,72016,88232,223.0,31.9,13.26,3,2023,9786,VLSFO,31.53,13.1,15.0,Marshall Islands,Tata NYK Shipping,29,At Berth,2026-03-19,0.899
V0237,Maritime Champion,Panamax,Panamax,70532,87013,220.0,31.8,12.92,11,2015,9482,VLSFO,45.42,13.9,15.6,Singapore,Jindal Steel & Power,9,At Berth,2026-02-26,0.867
V0238,Golden Dynasty,Panamax,Panamax,79127,101093,224.2,32.8,14.15,11,2015,10992,VLSFO,43.74,13.6,15.3,Marshall Islands,Navios Maritime,32,At Anchor,2026-03-14,0.862
V0239,Eastern Vanguard,Panamax,Panamax,69822,86545,221.2,32.5,12.78,4,2022,9575,VLSFO,33.83,13.0,15.1,Liberia,Great Eastern Shipping,11,At Berth,2026-03-23,0.963
V0240,Nordic Legacy,Panamax,Panamax,70074,85762,223.2,32.1,13.17,5,2021,9281,VLSFO,34.51,12.9,15.2,Panama,Adani Shipping,32,At Berth,2026-03-15,0.906
V0241,Steel Fortune,Panamax,Panamax,79117,99157,223.6,32.2,13.65,3,2023,11085,VLSFO,27.85,12.2,13.7,Panama,Great Eastern Shipping,24,Underway,2026-03-03,0.901
V0242,Golden Glory,Panamax,Panamax,68027,85821,222.1,32.1,12.65,6,2020,9326,VLSFO,41.58,13.5,16.0,Liberia,Genco Shipping,7,At Berth,2026-02-25,0.916
V0243,Indus Navigator,Panamax,Panamax,73158,92756,222.7,32.1,13.83,17,2009,9824,VLSFO,32.26,12.0,14.0,Marshall Islands,Pacific Basin,25,At Berth,2026-03-10,0.791
V0244,Indus Trader,Panamax,Panamax,83020,100970,227.0,32.8,14.18,16,2010,12201,VLSFO,36.31,12.7,14.4,Marshall Islands,Genco Shipping,12,Underway,2026-03-20,0.745
V0245,Samudra Legacy,Panamax,Panamax,71702,87784,223.2,31.9,13.51,7,2019,9534,VLSFO,32.77,12.7,14.5,Malta,Eagle Bulk,21,At Anchor,2026-03-13,0.915
V0246,Ocean Jewel,Panamax,Panamax,82440,100728,226.1,32.4,14.3,11,2015,11222,VLSFO,33.95,12.5,14.6,Panama,Genco Shipping,4,Underway,2026-02-24,0.884
V0247,Diana Pioneer,Panamax,Panamax,72639,88968,220.8,32.4,13.5,10,2016,9674,VLSFO,44.23,13.6,15.2,Marshall Islands,Golden Ocean Group,5,At Berth,2026-03-24,0.844
V0248,Indus Master,Panamax,Panamax,69412,85184,221.3,32.3,13.11,3,2023,9340,VLSFO,30.39,12.8,14.3,India,Golden Ocean Group,26,At Anchor,2026-03-26,0.948
V0249,Samudra Trader,Panamax,Panamax,80921,102650,229.3,32.3,14.26,6,2020,11058,VLSFO,33.3,12.6,14.8,Marshall Islands,Adani Shipping,25,In Maintenance,2026-03-30,0.934
V0250,Diana Sunrise,Panamax,Panamax,74351,91766,223.1,32.4,13.78,18,2008,10473,VLSFO,37.89,13.1,15.5,India,Berge Bulk,14,At Berth,2026-03-11,0.765
V0251,Ganga Endeavour,Panamax,Panamax,78411,95719,227.5,31.9,13.82,8,2018,10787,VLSFO,36.24,12.7,15.1,India,Berge Bulk,5,At Berth,2026-03-16,0.896
V0252,Eastern Pioneer,Panamax,Panamax,81245,100374,226.2,32.5,14.06,8,2018,10911,VLSFO,30.42,12.3,14.0,Panama,Oldendorff Carriers,21,Underway,2026-03-30,0.875
V0253,Indus Dynasty,Panamax,Panamax,76528,94517,224.5,31.9,13.69,15,2011,10533,VLSFO,36.72,13.0,14.7,India,Tata NYK Shipping,3,Underway,2026-03-12,0.783
V0254,Pacific Sunrise,Panamax,Panamax,79143,98677,224.9,33.0,14.16,2,2024,11591,VLSFO,35.44,13.7,15.3,Panama,Star Bulk Carriers,8,Underway,2026-03-02,0.982
V0255,Diana Glory,Panamax,Panamax,82325,99093,227.7,32.1,14.19,10,2016,11174,VLSFO,40.88,13.5,15.4,Marshall Islands,Golden Ocean Group,31,Underway,2026-02-25,0.845
V0256,Star Explorer,Panamax,Panamax,76510,93493,225.7,32.1,13.34,7,2019,10774,VLSFO,36.69,12.9,14.8,Panama,Star Bulk Carriers,2,At Berth,2026-03-19,0.918
V0257,Baltic Fortune,Panamax,Panamax,82051,99485,227.9,32.3,13.74,3,2023,11407,VLSFO,35.42,13.0,14.9,Panama,Berge Bulk,24,At Anchor,2026-03-07,0.938
V0258,Ocean Legacy,Panamax,Panamax,84142,102846,229.8,32.3,14.46,10,2016,11835,VLSFO,31.02,12.5,14.8,Marshall Islands,Great Eastern Shipping,12,Underway,2026-03-11,0.877
V0259,Nordic Titan,Panamax,Panamax,77936,97765,225.5,32.5,13.65,12,2014,11693,VLSFO,33.81,12.3,14.4,Marshall Islands,Tata NYK Shipping,13,In Maintenance,2026-03-07,0.806
V0260,Maritime Vanguard,Panamax,Panamax,75515,91952,223.6,32.4,13.43,10,2016,10447,VLSFO,44.3,13.6,15.6,Singapore,Star Bulk Carriers,17,At Berth,2026-02-28,0.834
V0261,Diana Explorer,Panamax,Panamax,70049,85874,222.2,32.1,13.25,4,2022,9791,LNG Dual Fuel,36.52,12.9,14.8,Panama,Genco Shipping,16,At Berth,2026-03-08,0.923
V0262,Global Harmony,Panamax,Panamax,78706,95415,225.1,32.2,13.93,13,2013,11527,VLSFO,39.37,13.2,14.9,Liberia,Eagle Bulk,2,At Anchor,2026-03-16,0.812
V0263,Kaveri Jewel,Panamax,Panamax,79749,101955,223.4,31.8,13.65,16,2010,10650,VLSFO,39.82,13.6,15.3,Panama,Oldendorff Carriers,8,Underway,2026-02-24,0.768
V0264,Berge Pioneer,Panamax,Panamax,68529,83972,220.0,32.1,12.79,3,2023,8758,VLSFO,38.06,13.1,14.8,India,Berge Bulk,8,Underway,2026-03-06,0.956
V0265,Iron Jewel,Panamax,Panamax,71223,90338,221.2,32.8,13.16,6,2020,9325,VLSFO,36.28,13.3,15.0,Marshall Islands,Star Bulk Carriers,25,Underway,2026-03-28,0.886
V0266,Golden Jewel,Panamax,Panamax,81158,98915,227.3,32.7,14.16,9,2017,10927,VLSFO,39.8,13.5,15.2,Singapore,Golden Ocean Group,12,At Anchor,2026-03-25,0.878
V0267,Safe Jewel,Panamax,Panamax,78795,98285,228.9,32.6,14.1,23,2003,10949,VLSFO,40.45,13.4,14.9,Singapore,Jindal Steel & Power,25,Underway,2026-03-03,0.68
V0268,Baltic Leader,Panamax,Panamax,74765,94686,221.6,31.8,13.74,18,2008,10762,VLSFO,34.99,12.3,14.2,Marshall Islands,Berge Bulk,32,Underway,2026-03-17,0.751
V0269,Eagle Leader,Panamax,Panamax,70740,87790,220.7,32.1,12.94,7,2019,10066,VLSFO,32.09,12.6,14.6,Panama,Golden Ocean Group,16,Underway,2026-02-27,0.86
V0270,Bunga Pride,Panamax,Panamax,70965,90455,220.6,32.3,13.16,11,2015,9726,VLSFO,36.79,12.8,15.2,Bahamas,Eagle Bulk,1,At Berth,2026-03-15,0.868
V0271,Indus Jewel,Panamax,Panamax,82074,98638,229.1,32.1,14.41,8,2018,12088,VLSFO,37.34,12.9,14.6,Liberia,Berge Bulk,30,Underway,2026-02-24,0.853
V0272,Indus Leader,Panamax,Panamax,81033,99228,228.1,32.3,14.0,11,2015,11137,VLSFO,40.48,13.1,14.6,India,Pacific Basin,22,Underway,2026-03-03,0.854
V0273,Berge Legacy,Panamax,Panamax,76500,96957,225.0,32.1,13.51,7,2019,10865,VLSFO,35.88,12.7,15.1,Panama,Shipping Corporation of India (SCI),22,Underway,2026-03-30,0.894
V0274,Safe Jewel,Panamax,Panamax,69066,85394,220.5,32.4,12.62,14,2012,8880,VLSFO,46.18,13.8,15.4,India,Oldendorff Carriers,29,At Berth,2026-03-07,0.839
V0275,Mundra Jewel,Panamax,Panamax,82232,99942,228.2,32.3,14.53,24,2002,11538,VLSFO,39.62,12.8,15.0,India,Eagle Bulk,17,At Anchor,2026-03-06,0.68
V0276,Iron Horizon,Panamax,Panamax,79587,101707,228.0,32.1,14.02,11,2015,11480,VLSFO,37.72,13.5,15.5,India,Pacific Basin,32,At Anchor,2026-02-25,0.835
V0277,Baltic Trader,Panamax,Panamax,69244,88139,220.0,31.7,13.34,12,2014,9002,VLSFO,31.53,12.7,14.2,India,Golden Ocean Group,16,Underway,2026-03-28,0.816
V0278,Ocean Trader,Panamax,Panamax,71280,87850,223.1,32.0,13.1,12,2014,9669,VLSFO,38.84,13.2,14.9,Panama,Shipping Corporation of India (SCI),29,Underway,2026-03-05,0.822
