id,date,port_name,fuel_type,price_usd_per_mt
2709,2021-09-10,Rotterdam,IFO380,383.46
2710,2021-09-10,Visakhapatnam,VLSFO,591.75
2711,2021-09-10,Visakhapatnam,LSMGO,819.7
2712,2021-09-10,Visakhapatnam,IFO380,422.78
2713,2021-09-10,Houston,VLSFO,518.45
2714,2021-09-10,Houston,LSMGO,639.09
2715,2021-09-10,Houston,IFO380,371.41
2716,2021-09-13,Singapore,VLSFO,553.88
2717,2021-09-13,Singapore,LSMGO,706.91
2718,2021-09-13,Singapore,IFO380,400.17
2719,2021-09-13,Fujairah,VLSFO,538.59
2720,2021-09-13,Fujairah,LSMGO,709.45
2721,2021-09-13,Fujairah,IFO380,391.16
2722,2021-09-13,Rotterdam,VLSFO,524.6
2723,2021-09-13,Rotterdam,LSMGO,653.48
2724,2021-09-13,Rotterdam,IFO380,383.44
2725,2021-09-13,Visakhapatnam,VLSFO,579.5
2726,2021-09-13,Visakhapatnam,LSMGO,794.64
2727,2021-09-13,Visakhapatnam,IFO380,415.83
2728,2021-09-13,Houston,VLSFO,519.23
2729,2021-09-13,Houston,LSMGO,643.99
2730,2021-09-13,Houston,IFO380,367.41
2731,2021-09-14,Singapore,VLSFO,557.48
2732,2021-09-14,Singapore,LSMGO,705.44
2733,2021-09-14,Singapore,IFO380,403.34
2734,2021-09-14,Fujairah,VLSFO,545.25
2735,2021-09-14,Fujairah,LSMGO,704.97
2736,2021-09-14,Fujairah,IFO380,388.88
2737,2021-09-14,Rotterdam,VLSFO,524.87
2738,2021-09-14,Rotterdam,LSMGO,665.46
2739,2021-09-14,Rotterdam,IFO380,368.19
2740,2021-09-14,Visakhapatnam,VLSFO,591.8
2741,2021-09-14,Visakhapatnam,LSMGO,822.86
2742,2021-09-14,Visakhapatnam,IFO380,424.74
2743,2021-09-14,Houston,VLSFO,515.94
2744,2021-09-14,Houston,LSMGO,622.53
2745,2021-09-14,Houston,IFO380,368.05
2746,2021-09-15,Singapore,VLSFO,551.23
2747,2021-09-15,Singapore,LSMGO,714.55
2748,2021-09-15,Singapore,IFO380,397.51
2749,2021-09-15,Fujairah,VLSFO,551.55
2750,2021-09-15,Fujairah,LSMGO,717.25
2751,2021-09-15,Fujairah,IFO380,394.65
2752,2021-09-15,Rotterdam,VLSFO,531.2
2753,2021-09-15,Rotterdam,LSMGO,656.78
2754,2021-09-15,Rotterdam,IFO380,389.67
2755,2021-09-15,Visakhapatnam,VLSFO,600.35
2756,2021-09-15,Visakhapatnam,LSMGO,837.44
2757,2021-09-15,Visakhapatnam,IFO380,432.44
2758,2021-09-15,Houston,VLSFO,517.08
2759,2021-09-15,Houston,LSMGO,652.16
2760,2021-09-15,Houston,IFO380,375.17
2761,2021-09-16,Singapore,VLSFO,552.2
2762,2021-09-16,Singapore,LSMGO,709.24
2763,2021-09-16,Singapore,IFO380,401.47
2764,2021-09-16,Fujairah,VLSFO,550.17
2765,2021-09-16,Fujairah,LSMGO,730.49
2766,2021-09-16,Fujairah,IFO380,392.25
2767,2021-09-16,Rotterdam,VLSFO,522.89
2768,2021-09-16,Rotterdam,LSMGO,648.06
2769,2021-09-16,Rotterdam,IFO380,377.25
2770,2021-09-16,Visakhapatnam,VLSFO,578.76
2771,2021-09-16,Visakhapatnam,LSMGO,795.51
2772,2021-09-16,Visakhapatnam,IFO380,416.74
2773,2021-09-16,Houston,VLSFO,515.2
2774,2021-09-16,Houston,LSMGO,622.96
2775,2021-09-16,Houston,IFO380,370.83
2776,2021-09-17,Singapore,VLSFO,558.89
2777,2021-09-17,Singapore,LSMGO,710.92
2778,2021-09-17,Singapore,IFO380,404.0
2779,2021-09-17,Fujairah,VLSFO,555.22
2780,2021-09-17,Fujairah,LSMGO,729.94
2781,2021-09-17,Fujairah,IFO380,401.67
2782,2021-09-17,Rotterdam,VLSFO,538.17
2783,2021-09-17,Rotterdam,LSMGO,677.33
2784,2021-09-17,Rotterdam,IFO380,390.48
2785,2021-09-17,Visakhapatnam,VLSFO,590.26
2786,2021-09-17,Visakhapatnam,LSMGO,834.28
2787,2021-09-17,Visakhapatnam,IFO380,420.35
2788,2021-09-17,Houston,VLSFO,523.4
2789,2021-09-17,Houston,LSMGO,656.58
2790,2021-09-17,Houston,IFO380,378.99
2791,2021-09-20,Singapore,VLSFO,558.46
2792,2021-09-20,Singapore,LSMGO,710.81
2793,2021-09-20,Singapore,IFO380,408.7
2794,2021-09-20,Fujairah,VLSFO,544.3
2795,2021-09-20,Fujairah,LSMGO,719.94
2796,2021-09-20,Fujairah,IFO380,386.0
2797,2021-09-20,Rotterdam,VLSFO,526.71
2798,2021-09-20,Rotterdam,LSMGO,663.85
2799,2021-09-20,Rotterdam,IFO380,379.59
2800,2021-09-20,Visakhapatnam,VLSFO,592.25
2801,2021-09-20,Visakhapatnam,LSMGO,821.8
2802,2021-09-20,Visakhapatnam,IFO380,425.66
2803,2021-09-20,Houston,VLSFO,519.42
2804,2021-09-20,Houston,LSMGO,639.68
2805,2021-09-20,Houston,IFO380,370.37
2806,2021-09-21,Singapore,VLSFO,556.39
2807,2021-09-21,Singapore,LSMGO,720.9
2808,2021-09-21,Singapore,IFO380,396.5
2809,2021-09-21,Fujairah,VLSFO,538.68
2810,2021-09-21,Fujairah,LSMGO,701.94
2811,2021-09-21,Fujairah,IFO380,391.83
2812,2021-09-21,Rotterdam,VLSFO,529.16
2813,2021-09-21,Rotterdam,LSMGO,649.68
2814,2021-09-21,Rotterdam,IFO380,378.88
2815,2021-09-21,Visakhapatnam,VLSFO,598.63
2816,2021-09-21,Visakhapatnam,LSMGO,821.42
2817,2021-09-21,Visakhapatnam,IFO380,429.64
2818,2021-09-21,Houston,VLSFO,520.72
2819,2021-09-21,Houston,LSMGO,645.31
2820,2021-09-21,Houston,IFO380,370.08
2821,2021-09-22,Singapore,VLSFO,553.7
2822,2021-09-22,Singapore,LSMGO,704.91
2823,2021-09-22,Singapore,IFO380,403.14
2824,2021-09-22,Fujairah,VLSFO,544.61
2825,2021-09-22,Fujairah,LSMGO,709.7
2826,2021-09-22,Fujairah,IFO380,392.34
2827,2021-09-22,Rotterdam,VLSFO,515.18
2828,2021-09-22,Rotterdam,LSMGO,638.23
2829,2021-09-22,Rotterdam,IFO380,379.71
2830,2021-09-22,Visakhapatnam,VLSFO,598.27
2831,2021-09-22,Visakhapatnam,LSMGO,836.08
2832,2021-09-22,Visakhapatnam,IFO380,425.2
2833,2021-09-22,Houston,VLSFO,519.04
2834,2021-09-22,Houston,LSMGO,637.67
2835,2021-09-22,Houston,IFO380,380.73
2836,2021-09-23,Singapore,VLSFO,558.85
2837,2021-09-23,Singapore,LSMGO,714.75
2838,2021-09-23,Singapore,IFO380,402.65
2839,2021-09-23,Fujairah,VLSFO,547.5
2840,2021-09-23,Fujairah,LSMGO,722.66
2841,2021-09-23,Fujairah,IFO380,393.61
2842,2021-09-23,Rotterdam,VLSFO,534.06
2843,2021-09-23,Rotterdam,LSMGO,671.41
2844,2021-09-23,Rotterdam,IFO380,377.96
2845,2021-09-23,Visakhapatnam,VLSFO,591.0
2846,2021-09-23,Visakhapatnam,LSMGO,817.41
2847,2021-09-23,Visakhapatnam,IFO380,430.83
2848,2021-09-23,Houston,VLSFO,511.06
2849,2021-09-23,Houston,LSMGO,626.01
2850,2021-09-23,Houston,IFO380,369.75
2851,2021-09-24,Singapore,VLSFO,564.59
2852,2021-09-24,Singapore,LSMGO,720.2
2853,2021-09-24,Singapore,IFO380,401.39
2854,2021-09-24,Fujairah,VLSFO,545.73
2855,2021-09-24,Fujairah,LSMGO,723.43
2856,2021-09-24,Fujairah,IFO380,395.2
2857,2021-09-24,Rotterdam,VLSFO,539.48
2858,2021-09-24,Rotterdam,LSMGO,675.27
2859,2021-09-24,Rotterdam,IFO380,392.98
2860,2021-09-24,Visakhapatnam,VLSFO,587.54
2861,2021-09-24,Visakhapatnam,LSMGO,825.3
2862,2021-09-24,Visakhapatnam,IFO380,420.64
2863,2021-09-24,Houston,VLSFO,518.25
2864,2021-09-24,Houston,LSMGO,629.96
2865,2021-09-24,Houston,IFO380,372.69
2866,2021-09-27,Singapore,VLSFO,566.17
2867,2021-09-27,Singapore,LSMGO,727.02
2868,2021-09-27,Singapore,IFO380,410.66
2869,2021-09-27,Fujairah,VLSFO,538.01
2870,2021-09-27,Fujairah,LSMGO,718.34
2871,2021-09-27,Fujairah,IFO380,383.36
2872,2021-09-27,Rotterdam,VLSFO,532.64
2873,2021-09-27,Rotterdam,LSMGO,665.09
2874,2021-09-27,Rotterdam,IFO380,381.89
2875,2021-09-27,Visakhapatnam,VLSFO,597.99
2876,2021-09-27,Visakhapatnam,LSMGO,823.27
2877,2021-09-27,Visakhapatnam,IFO380,435.73
2878,2021-09-27,Houston,VLSFO,520.4
2879,2021-09-27,Houston,LSMGO,626.26
2880,2021-09-27,Houston,IFO380,378.45
2881,2021-09-28,Singapore,VLSFO,564.1
2882,2021-09-28,Singapore,LSMGO,725.99
2883,2021-09-28,Singapore,IFO380,403.73
2884,2021-09-28,Fujairah,VLSFO,556.25
2885,2021-09-28,Fujairah,LSMGO,730.99
2886,2021-09-28,Fujairah,IFO380,399.18
2887,2021-09-28,Rotterdam,VLSFO,530.03
2888,2021-09-28,Rotterdam,LSMGO,650.99
2889,2021-09-28,Rotterdam,IFO380,383.6
2890,2021-09-28,Visakhapatnam,VLSFO,593.19
2891,2021-09-28,Visakhapatnam,LSMGO,822.04
2892,2021-09-28,Visakhapatnam,IFO380,426.95
2893,2021-09-28,Houston,VLSFO,523.14
2894,2021-09-28,Houston,LSMGO,639.67
2895,2021-09-28,Houston,IFO380,378.78
2896,2021-09-29,Singapore,VLSFO,557.84
2897,2021-09-29,Singapore,LSMGO,705.95
2898,2021-09-29,Singapore,IFO380,401.02
2899,2021-09-29,Fujairah,VLSFO,545.55
2900,2021-09-29,Fujairah,LSMGO,721.95
2901,2021-09-29,Fujairah,IFO380,385.36
2902,2021-09-29,Rotterdam,VLSFO,532.99
2903,2021-09-29,Rotterdam,LSMGO,666.35
2904,2021-09-29,Rotterdam,IFO380,382.1
2905,2021-09-29,Visakhapatnam,VLSFO,595.85
2906,2021-09-29,Visakhapatnam,LSMGO,815.7
2907,2021-09-29,Visakhapatnam,IFO380,435.57
2908,2021-09-29,Houston,VLSFO,527.58
2909,2021-09-29,Houston,LSMGO,659.6
2910,2021-09-29,Houston,IFO380,379.67
2911,2021-09-30,Singapore,VLSFO,559.45
2912,2021-09-30,Singapore,LSMGO,701.4
2913,2021-09-30,Singapore,IFO380,400.66
2914,2021-09-30,Fujairah,VLSFO,548.0
2915,2021-09-30,Fujairah,LSMGO,725.88
2916,2021-09-30,Fujairah,IFO380,401.93
2917,2021-09-30,Rotterdam,VLSFO,531.84
2918,2021-09-30,Rotterdam,LSMGO,671.25
2919,2021-09-30,Rotterdam,IFO380,390.62
2920,2021-09-30,Visakhapatnam,VLSFO,600.65
2921,2021-09-30,Visakhapatnam,LSMGO,825.44
2922,2021-09-30,Visakhapatnam,IFO380,429.01
2923,2021-09-30,Houston,VLSFO,515.04
2924,2021-09-30,Houston,LSMGO,631.81
2925,2021-09-30,Houston,IFO380,371.89
2926,2021-10-01,Singapore,VLSFO,558.58
2927,2021-10-01,Singapore,LSMGO,722.05
2928,2021-10-01,Singapore,IFO380,398.92
2929,2021-10-01,Fujairah,VLSFO,548.83
2930,2021-10-01,Fujairah,LSMGO,719.6
2931,2021-10-01,Fujairah,IFO380,389.94
2932,2021-10-01,Rotterdam,VLSFO,529.7
2933,2021-10-01,Rotterdam,LSMGO,667.54
2934,2021-10-01,Rotterdam,IFO380,386.05
2935,2021-10-01,Visakhapatnam,VLSFO,599.06
2936,2021-10-01,Visakhapatnam,LSMGO,831.91
2937,2021-10-01,Visakhapatnam,IFO380,430.02
2938,2021-10-01,Houston,VLSFO,528.33
2939,2021-10-01,Houston,LSMGO,647.54
2940,2021-10-01,Houston,IFO380,378.56
2941,2021-10-04,Singapore,VLSFO,561.7
2942,2021-10-04,Singapore,LSMGO,721.19
2943,2021-10-04,Singapore,IFO380,409.44
2944,2021-10-04,Fujairah,VLSFO,545.31
2945,2021-10-04,Fujairah,LSMGO,710.63
2946,2021-10-04,Fujairah,IFO380,392.23
2947,2021-10-04,Rotterdam,VLSFO,538.72
2948,2021-10-04,Rotterdam,LSMGO,668.25
2949,2021-10-04,Rotterdam,IFO380,394.77
2950,2021-10-04,Visakhapatnam,VLSFO,596.67
2951,2021-10-04,Visakhapatnam,LSMGO,832.86
2952,2021-10-04,Visakhapatnam,IFO380,428.91
2953,2021-10-04,Houston,VLSFO,522.4
2954,2021-10-04,Houston,LSMGO,647.68
2955,2021-10-04,Houston,IFO380,377.25
2956,2021-10-05,Singapore,VLSFO,563.19
2957,2021-10-05,Singapore,LSMGO,718.26
2958,2021-10-05,Singapore,IFO380,401.96
2959,2021-10-05,Fujairah,VLSFO,552.27
2960,2021-10-05,Fujairah,LSMGO,728.8
2961,2021-10-05,Fujairah,IFO380,391.27
2962,2021-10-05,Rotterdam,VLSFO,532.95
2963,2021-10-05,Rotterdam,LSMGO,670.18
2964,2021-10-05,Rotterdam,IFO380,385.63
2965,2021-10-05,Visakhapatnam,VLSFO,596.87
2966,2021-10-05,Visakhapatnam,LSMGO,826.3
2967,2021-10-05,Visakhapatnam,IFO380,429.46
2968,2021-10-05,Houston,VLSFO,524.43
2969,2021-10-05,Houston,LSMGO,651.87
2970,2021-10-05,Houston,IFO380,376.35
2971,2021-10-06,Singapore,VLSFO,566.88
2972,2021-10-06,Singapore,LSMGO,733.3
2973,2021-10-06,Singapore,IFO380,409.03
2974,2021-10-06,Fujairah,VLSFO,553.56
2975,2021-10-06,Fujairah,LSMGO,725.67
2976,2021-10-06,Fujairah,IFO380,395.97
2977,2021-10-06,Rotterdam,VLSFO,536.51
2978,2021-10-06,Rotterdam,LSMGO,670.12
2979,2021-10-06,Rotterdam,IFO380,392.16
2980,2021-10-06,Visakhapatnam,VLSFO,598.54
2981,2021-10-06,Visakhapatnam,LSMGO,823.68
2982,2021-10-06,Visakhapatnam,IFO380,427.11
2983,2021-10-06,Houston,VLSFO,519.12
2984,2021-10-06,Houston,LSMGO,644.13
2985,2021-10-06,Houston,IFO380,369.82
2986,2021-10-07,Singapore,VLSFO,573.12
2987,2021-10-07,Singapore,LSMGO,742.76
2988,2021-10-07,Singapore,IFO380,419.68
2989,2021-10-07,Fujairah,VLSFO,552.01
2990,2021-10-07,Fujairah,LSMGO,722.06
2991,2021-10-07,Fujairah,IFO380,398.1
2992,2021-10-07,Rotterdam,VLSFO,541.09
2993,2021-10-07,Rotterdam,LSMGO,671.14
2994,2021-10-07,Rotterdam,IFO380,386.85
2995,2021-10-07,Visakhapatnam,VLSFO,598.6
2996,2021-10-07,Visakhapatnam,LSMGO,808.8
2997,2021-10-07,Visakhapatnam,IFO380,426.89
2998,2021-10-07,Houston,VLSFO,520.38
2999,2021-10-07,Houston,LSMGO,639.74
3000,2021-10-07,Houston,IFO380,377.18
3001,2021-10-08,Singapore,VLSFO,570.7
3002,2021-10-08,Singapore,LSMGO,734.37
3003,2021-10-08,Singapore,IFO380,409.71
3004,2021-10-08,Fujairah,VLSFO,552.79
3005,2021-10-08,Fujairah,LSMGO,725.43
3006,2021-10-08,Fujairah,IFO380,396.06
3007,2021-10-08,Rotterdam,VLSFO,535.26
3008,2021-10-08,Rotterdam,LSMGO,662.42
3009,2021-10-08,Rotterdam,IFO380,393.19
3010,2021-10-08,Visakhapatnam,VLSFO,598.1
3011,2021-10-08,Visakhapatnam,LSMGO,825.85
3012,2021-10-08,Visakhapatnam,IFO380,428.94
3013,2021-10-08,Houston,VLSFO,520.68
3014,2021-10-08,Houston,LSMGO,646.32
3015,2021-10-08,Houston,IFO380,372.62
3016,2021-10-11,Singapore,VLSFO,563.95
3017,2021-10-11,Singapore,LSMGO,720.27
3018,2021-10-11,Singapore,IFO380,400.75
3019,2021-10-11,Fujairah,VLSFO,551.38
3020,2021-10-11,Fujairah,LSMGO,719.21
3021,2021-10-11,Fujairah,IFO380,393.4
3022,2021-10-11,Rotterdam,VLSFO,534.59
3023,2021-10-11,Rotterdam,LSMGO,659.92
3024,2021-10-11,Rotterdam,IFO380,386.56
3025,2021-10-11,Visakhapatnam,VLSFO,595.01
3026,2021-10-11,Visakhapatnam,LSMGO,826.75
3027,2021-10-11,Visakhapatnam,IFO380,425.38
3028,2021-10-11,Houston,VLSFO,526.55
3029,2021-10-11,Houston,LSMGO,651.96
3030,2021-10-11,Houston,IFO380,382.98
3031,2021-10-12,Singapore,VLSFO,550.7
3032,2021-10-12,Singapore,LSMGO,706.76
3033,2021-10-12,Singapore,IFO380,394.15
3034,2021-10-12,Fujairah,VLSFO,553.15
3035,2021-10-12,Fujairah,LSMGO,723.1
3036,2021-10-12,Fujairah,IFO380,390.49
3037,2021-10-12,Rotterdam,VLSFO,538.47
3038,2021-10-12,Rotterdam,LSMGO,680.95
3039,2021-10-12,Rotterdam,IFO380,378.24
3040,2021-10-12,Visakhapatnam,VLSFO,593.94
3041,2021-10-12,Visakhapatnam,LSMGO,816.91
3042,2021-10-12,Visakhapatnam,IFO380,426.96
3043,2021-10-12,Houston,VLSFO,529.06
3044,2021-10-12,Houston,LSMGO,654.44
3045,2021-10-12,Houston,IFO380,381.46
3046,2021-10-13,Singapore,VLSFO,572.52
3047,2021-10-13,Singapore,LSMGO,740.11
3048,2021-10-13,Singapore,IFO380,410.36
3049,2021-10-13,Fujairah,VLSFO,551.8
3050,2021-10-13,Fujairah,LSMGO,716.79
3051,2021-10-13,Fujairah,IFO380,395.46
3052,2021-10-13,Rotterdam,VLSFO,534.86
3053,2021-10-13,Rotterdam,LSMGO,667.28
3054,2021-10-13,Rotterdam,IFO380,382.56
3055,2021-10-13,Visakhapatnam,VLSFO,598.48
3056,2021-10-13,Visakhapatnam,LSMGO,837.73
3057,2021-10-13,Visakhapatnam,IFO380,432.47
3058,2021-10-13,Houston,VLSFO,523.82
3059,2021-10-13,Houston,LSMGO,651.57
3060,2021-10-13,Houston,IFO380,369.47
3061,2021-10-14,Singapore,VLSFO,562.52
3062,2021-10-14,Singapore,LSMGO,724.6
3063,2021-10-14,Singapore,IFO380,408.91
3064,2021-10-14,Fujairah,VLSFO,561.9
3065,2021-10-14,Fujairah,LSMGO,729.36
3066,2021-10-14,Fujairah,IFO380,403.28
3067,2021-10-14,Rotterdam,VLSFO,547.91
3068,2021-10-14,Rotterdam,LSMGO,685.95
3069,2021-10-14,Rotterdam,IFO380,392.29
3070,2021-10-14,Visakhapatnam,VLSFO,600.47
3071,2021-10-14,Visakhapatnam,LSMGO,814.23
3072,2021-10-14,Visakhapatnam,IFO380,435.86
3073,2021-10-14,Houston,VLSFO,522.3
3074,2021-10-14,Houston,LSMGO,635.45
3075,2021-10-14,Houston,IFO380,373.77
3076,2021-10-15,Singapore,VLSFO,563.0
3077,2021-10-15,Singapore,LSMGO,722.07
3078,2021-10-15,Singapore,IFO380,412.06
3079,2021-10-15,Fujairah,VLSFO,552.57
3080,2021-10-15,Fujairah,LSMGO,721.96
3081,2021-10-15,Fujairah,IFO380,403.38
3082,2021-10-15,Rotterdam,VLSFO,543.86
3083,2021-10-15,Rotterdam,LSMGO,687.06
3084,2021-10-15,Rotterdam,IFO380,396.62
3085,2021-10-15,Visakhapatnam,VLSFO,597.13
3086,2021-10-15,Visakhapatnam,LSMGO,822.88
3087,2021-10-15,Visakhapatnam,IFO380,431.46
3088,2021-10-15,Houston,VLSFO,520.46
3089,2021-10-15,Houston,LSMGO,644.77
3090,2021-10-15,Houston,IFO380,371.63
3091,2021-10-18,Singapore,VLSFO,567.43
3092,2021-10-18,Singapore,LSMGO,730.36
3093,2021-10-18,Singapore,IFO380,405.52
3094,2021-10-18,Fujairah,VLSFO,548.89
3095,2021-10-18,Fujairah,LSMGO,716.25
3096,2021-10-18,Fujairah,IFO380,394.98
3097,2021-10-18,Rotterdam,VLSFO,533.68
3098,2021-10-18,Rotterdam,LSMGO,666.08
3099,2021-10-18,Rotterdam,IFO380,382.75
3100,2021-10-18,Visakhapatnam,VLSFO,597.45
3101,2021-10-18,Visakhapatnam,LSMGO,815.86
3102,2021-10-18,Visakhapatnam,IFO380,425.79
3103,2021-10-18,Houston,VLSFO,524.6
3104,2021-10-18,Houston,LSMGO,652.15
3105,2021-10-18,Houston,IFO380,376.22
3106,2021-10-19,Singapore,VLSFO,567.04
3107,2021-10-19,Singapore,LSMGO,718.0
3108,2021-10-19,Singapore,IFO380,411.18
3109,2021-10-19,Fujairah,VLSFO,564.69
3110,2021-10-19,Fujairah,LSMGO,743.73
3111,2021-10-19,Fujairah,IFO380,407.73
3112,2021-10-19,Rotterdam,VLSFO,541.98
3113,2021-10-19,Rotterdam,LSMGO,675.35
3114,2021-10-19,Rotterdam,IFO380,395.08
3115,2021-10-19,Visakhapatnam,VLSFO,600.05
3116,2021-10-19,Visakhapatnam,LSMGO,823.47
3117,2021-10-19,Visakhapatnam,IFO380,433.02
3118,2021-10-19,Houston,VLSFO,524.69
3119,2021-10-19,Houston,LSMGO,643.1
3120,2021-10-19,Houston,IFO380,383.49
3121,2021-10-20,Singapore,VLSFO,580.84
3122,2021-10-20,Singapore,LSMGO,754.78
3123,2021-10-20,Singapore,IFO380,428.0
3124,2021-10-20,Fujairah,VLSFO,562.2
3125,2021-10-20,Fujairah,LSMGO,733.45
3126,2021-10-20,Fujairah,IFO380,405.15
3127,2021-10-20,Rotterdam,VLSFO,540.5
3128,2021-10-20,Rotterdam,LSMGO,682.52
3129,2021-10-20,Rotterdam,IFO380,385.31
3130,2021-10-20,Visakhapatnam,VLSFO,604.91
3131,2021-10-20,Visakhapatnam,LSMGO,843.81
3132,2021-10-20,Visakhapatnam,IFO380,435.35
3133,2021-10-20,Houston,VLSFO,524.11
3134,2021-10-20,Houston,LSMGO,638.42
3135,2021-10-20,Houston,IFO380,382.56
3136,2021-10-21,Singapore,VLSFO,571.92
3137,2021-10-21,Singapore,LSMGO,715.89
3138,2021-10-21,Singapore,IFO380,411.38
3139,2021-10-21,Fujairah,VLSFO,556.04
3140,2021-10-21,Fujairah,LSMGO,730.74
3141,2021-10-21,Fujairah,IFO380,392.92
3142,2021-10-21,Rotterdam,VLSFO,544.53
3143,2021-10-21,Rotterdam,LSMGO,684.25
3144,2021-10-21,Rotterdam,IFO380,394.8
3145,2021-10-21,Visakhapatnam,VLSFO,598.57
3146,2021-10-21,Visakhapatnam,LSMGO,830.19
3147,2021-10-21,Visakhapatnam,IFO380,429.31
3148,2021-10-21,Houston,VLSFO,530.36
3149,2021-10-21,Houston,LSMGO,655.06
3150,2021-10-21,Houston,IFO380,378.96
3151,2021-10-22,Singapore,VLSFO,571.19
3152,2021-10-22,Singapore,LSMGO,725.89
3153,2021-10-22,Singapore,IFO380,411.7
3154,2021-10-22,Fujairah,VLSFO,559.97
3155,2021-10-22,Fujairah,LSMGO,729.13
3156,2021-10-22,Fujairah,IFO380,403.25
3157,2021-10-22,Rotterdam,VLSFO,546.6
3158,2021-10-22,Rotterdam,LSMGO,680.88
3159,2021-10-22,Rotterdam,IFO380,394.02
3160,2021-10-22,Visakhapatnam,VLSFO,606.57
3161,2021-10-22,Visakhapatnam,LSMGO,829.18
3162,2021-10-22,Visakhapatnam,IFO380,434.49
3163,2021-10-22,Houston,VLSFO,523.13
3164,2021-10-22,Houston,LSMGO,643.65
3165,2021-10-22,Houston,IFO380,377.72
3166,2021-10-25,Singapore,VLSFO,560.89
3167,2021-10-25,Singapore,LSMGO,708.49
3168,2021-10-25,Singapore,IFO380,402.84
3169,2021-10-25,Fujairah,VLSFO,553.91
3170,2021-10-25,Fujairah,LSMGO,719.34
3171,2021-10-25,Fujairah,IFO380,396.59
3172,2021-10-25,Rotterdam,VLSFO,536.16
3173,2021-10-25,Rotterdam,LSMGO,668.66
3174,2021-10-25,Rotterdam,IFO380,376.82
3175,2021-10-25,Visakhapatnam,VLSFO,603.27
3176,2021-10-25,Visakhapatnam,LSMGO,830.33
3177,2021-10-25,Visakhapatnam,IFO380,433.39
3178,2021-10-25,Houston,VLSFO,526.0
3179,2021-10-25,Houston,LSMGO,631.78
3180,2021-10-25,Houston,IFO380,374.39
3181,2021-10-26,Singapore,VLSFO,567.63
3182,2021-10-26,Singapore,LSMGO,727.92
3183,2021-10-26,Singapore,IFO380,407.58
3184,2021-10-26,Fujairah,VLSFO,562.19
3185,2021-10-26,Fujairah,LSMGO,722.4
3186,2021-10-26,Fujairah,IFO380,405.92
3187,2021-10-26,Rotterdam,VLSFO,547.02
3188,2021-10-26,Rotterdam,LSMGO,685.27
3189,2021-10-26,Rotterdam,IFO380,393.94
3190,2021-10-26,Visakhapatnam,VLSFO,601.61
3191,2021-10-26,Visakhapatnam,LSMGO,832.95
3192,2021-10-26,Visakhapatnam,IFO380,433.31
3193,2021-10-26,Houston,VLSFO,530.93
3194,2021-10-26,Houston,LSMGO,642.6
3195,2021-10-26,Houston,IFO380,378.8
3196,2021-10-27,Singapore,VLSFO,569.77
3197,2021-10-27,Singapore,LSMGO,727.02
3198,2021-10-27,Singapore,IFO380,416.3
3199,2021-10-27,Fujairah,VLSFO,554.25
3200,2021-10-27,Fujairah,LSMGO,726.29
3201,2021-10-27,Fujairah,IFO380,397.97
3202,2021-10-27,Rotterdam,VLSFO,548.66
3203,2021-10-27,Rotterdam,LSMGO,685.12
3204,2021-10-27,Rotterdam,IFO380,397.0
3205,2021-10-27,Visakhapatnam,VLSFO,616.46
3206,2021-10-27,Visakhapatnam,LSMGO,853.92
3207,2021-10-27,Visakhapatnam,IFO380,446.85
3208,2021-10-27,Houston,VLSFO,520.82
3209,2021-10-27,Houston,LSMGO,643.69
3210,2021-10-27,Houston,IFO380,372.42
3211,2021-10-28,Singapore,VLSFO,562.69
3212,2021-10-28,Singapore,LSMGO,721.7
3213,2021-10-28,Singapore,IFO380,404.28
3214,2021-10-28,Fujairah,VLSFO,555.74
3215,2021-10-28,Fujairah,LSMGO,723.14
3216,2021-10-28,Fujairah,IFO380,398.98
3217,2021-10-28,Rotterdam,VLSFO,541.88
3218,2021-10-28,Rotterdam,LSMGO,680.2
3219,2021-10-28,Rotterdam,IFO380,398.33
3220,2021-10-28,Visakhapatnam,VLSFO,611.9
3221,2021-10-28,Visakhapatnam,LSMGO,862.09
3222,2021-10-28,Visakhapatnam,IFO380,442.28
3223,2021-10-28,Houston,VLSFO,522.38
3224,2021-10-28,Houston,LSMGO,640.23
3225,2021-10-28,Houston,IFO380,379.49
3226,2021-10-29,Singapore,VLSFO,569.86
3227,2021-10-29,Singapore,LSMGO,744.51
3228,2021-10-29,Singapore,IFO380,410.35
3229,2021-10-29,Fujairah,VLSFO,568.05
3230,2021-10-29,Fujairah,LSMGO,743.27
3231,2021-10-29,Fujairah,IFO380,411.85
3232,2021-10-29,Rotterdam,VLSFO,537.13
3233,2021-10-29,Rotterdam,LSMGO,671.11
3234,2021-10-29,Rotterdam,IFO380,385.57
3235,2021-10-29,Visakhapatnam,VLSFO,607.08
3236,2021-10-29,Visakhapatnam,LSMGO,836.75
3237,2021-10-29,Visakhapatnam,IFO380,440.2
3238,2021-10-29,Houston,VLSFO,521.93
3239,2021-10-29,Houston,LSMGO,647.04
3240,2021-10-29,Houston,IFO380,371.24
3241,2021-11-01,Singapore,VLSFO,577.86
3242,2021-11-01,Singapore,LSMGO,737.55
3243,2021-11-01,Singapore,IFO380,410.93
3244,2021-11-01,Fujairah,VLSFO,558.6
3245,2021-11-01,Fujairah,LSMGO,740.0
3246,2021-11-01,Fujairah,IFO380,403.27
3247,2021-11-01,Rotterdam,VLSFO,547.53
3248,2021-11-01,Rotterdam,LSMGO,695.38
